SOCbp,OCV_V_15C,R0_ohm_15C,R1_ohm_15C,C1_F_15C,tau1_s_15C,R2_ohm_15C,C2_F_15C,tau2_s_15C,OCV_V_25C,R0_ohm_25C,R1_ohm_25C,C1_F_25C,tau1_s_25C,R2_ohm_25C,C2_F_25C,tau2_s_25C,OCV_V_45C,R0_ohm_45C,R1_ohm_45C,C1_F_45C,tau1_s_45C,R2_ohm_45C,C2_F_45C,tau2_s_45C
0.115,3.31499285489915,0.00292413338510287,0.000765004511439858,440.054838107537,0.336643936433202,0.00370859999365641,4952.85716265529,18.3681660420045,3.29154773894198,0.00210735764867787,0.000330124276824031,1203.98072047865,0.397463264658091,0.00388082745964402,5568.74688026249,21.6113458087296,3.27688489952617,0.00175798200326854,0.00015708578951533,2701.99980176383,0.424445772130336,0.00386514967644436,6177.00915088795,23.8750649209484
0.12,3.32142342645735,0.00291783161302393,0.000738635448219516,457.255389683709,0.337745039709816,0.00361652571385352,5040.88884891911,18.2305041427934,3.29807731754487,0.00209577466789653,0.000315445922409835,1273.64984536868,0.401767650299467,0.00368169203860642,5732.8207995962,21.1064806966306,3.28344842525837,0.00175006421294234,0.000155004388350571,2760.45254460886,0.427882258247875,0.00379321764578584,6302.01778269468,23.9049250573736
0.125,3.32779687047999,0.00291152984094499,0.000712266384999174,475.729516544324,0.338846142986431,0.00352445143405064,5133.5200901856,18.0928422435824,3.30460689614777,0.00208528086329574,0.000305484572595436,1330.90666912371,0.406571454981672,0.00357324854737115,5844.3911464817,20.8834621744345,3.29001195099058,0.00174214642261614,0.000152922987185813,2820.49646232276,0.431318744365414,0.00372128561512733,6431.85921997011,23.9347851937989
0.13,3.33412095995997,0.00290522806886605,0.000685897321778832,495.62410505032,0.339947246263045,0.00343237715424776,5231.12103870953,17.9551803443714,3.31113647475067,0.00207529876435713,0.000297671050109323,1382.89523664422,0.411647877283066,0.00351893446866146,5921.21932640549,20.8363827841927,3.29657547672278,0.00173443877075163,0.000151037967885677,2880.94624217465,0.435132266005936,0.00365063440898572,6564.11423838857,23.9631813031744
0.135,3.34044504943995,0.00289892629678712,0.00065952825855849,517.109532630304,0.341048349539659,0.00334030287444487,5334.10265921513,17.8175184451603,3.31766605335356,0.00206531666541852,0.00028985752762321,1437.686655929,0.41672429958446,0.00346462038995177,6000.4563427049,20.7893033939508,3.30313900245499,0.00172763018518194,0.00014996241926621,2936.32799753883,0.44033885027003,0.00358863632388226,6688.03855278935,24.0009380860648
0.14,3.34676913891993,0.00289249228112912,0.000634035885344773,539.385380875483,0.341989687505414,0.00324941077019601,5442.62416287435,17.685321572973,3.32419563195646,0.00205533456647992,0.000282044005137097,1495.51387089693,0.421800721885854,0.00341030631124209,6082.21728802841,20.742224003709,3.3097025281872,0.00172165553937416,0.000149410717926676,2979.78989658137,0.445212547718877,0.0035580965663586,6790.92150033184,24.1627544727415
0.145,3.3530932283999,0.00288542957272978,0.00061291480052952,558.310336871972,0.342196668757454,0.00316589427159781,5554.39508649575,17.584627586528,3.33072521055935,0.00204535246754131,0.000274230482650984,1556.63637412088,0.426877144187247,0.0033559922325324,6166.62470575828,20.6951446134672,3.3162660539194,0.00171568089356638,0.000148859016587141,3023.57395263489,0.450086245167724,0.00352755680883494,6895.58586228749,24.3245708594182
0.15,3.35941731787988,0.00287816540175273,0.00059970505361487,571.904362598902,0.342973936434953,0.00314091563948649,5625.97886765309,17.6707250128321,3.33729816657948,0.0020353703686027,0.000266416960164871,1621.34409994517,0.431953566488641,0.00330167815382271,6253.80920285002,20.6480652232253,3.32282174225402,0.0017097062477586,0.000148307315247606,3067.68376095942,0.454959942616571,0.00349701705131127,7002.07831040264,24.4863872460949
0.155,3.36575978355949,0.00287090123077568,0.000586495306700221,586.110750052695,0.343751204112452,0.00311593700737517,5698.71033885066,17.7568224391362,3.344486523587,0.00202538826966409,0.000258603437678758,1689.96202337001,0.437029988790035,0.00324736407511302,6343.91012417247,20.6009858329835,3.32934997369541,0.00170373160195082,0.000147755613908071,3112.12297051205,0.459833640065418,0.00346647729378761,7110.44716114091,24.6482036327715
0.16,3.37287796148372,0.00286363705979863,0.000573285559785571,600.971829673882,0.34452847178995,0.00309095837526384,5772.61732420364,17.8429198654404,3.35169996277459,0.00201540617072548,0.000250789915192645,1762.85561862335,0.442106411091429,0.00319304999640333,6437.07629567143,20.5539064427416,3.33585586185213,0.00169775695614304,0.000147203912568537,3156.89528495312,0.464707337514265,0.00343593753626395,7220.74244877725,24.8100200194482
0.165,3.37999613940796,0.00285637288882158,0.000560075812870921,616.533925465249,0.345305739467449,0.00306597974315252,5847.72855456294,17.9290172917445,3.35891340196217,0.00200542407178688,0.000242976392706532,1840.43737093806,0.447182833392823,0.00313873591769364,6533.46684469342,20.5068270524998,3.34235395202729,0.00169178231033526,0.000146652211229002,3202.00446367527,0.469581034963112,0.00340539777874028,7333.01600242496,24.9718364061249
0.17,3.3871143173322,0.00284910871784453,0.000546866065956271,632.847837321509,0.346083007144948,0.0030410011110412,5924.0737047546,18.0151147180487,3.36612684114976,0.0019967665369409,0.000235763258991797,1918.55283965844,0.452324270025841,0.00308164920876553,6628.6184521816,20.427076808374,3.34885204220245,0.00168580766452748,0.000146100509889467,3247.45432285561,0.474454732411959,0.00337485802121662,7447.32152724487,25.1336527928016
0.175,3.39428561732929,0.00284184454686748,0.000533656319041622,649.969394994449,0.346860274822447,0.00301602247892988,6001.6834326697,18.1012121443528,3.37334028033735,0.00198923624041266,0.00023023184163101,1987.3816633263,0.457558540371313,0.00303781074748701,6717.10896850409,20.4053058165631,3.3553501323776,0.0016798330187197,0.000145548808549932,3293.24873653202,0.479328429860805,0.00334431826369296,7563.71469010422,25.2954691794782
0.18,3.4016555786512,0.00283458037589043,0.000520446572126972,667.960096421068,0.347637542499946,0.00299104384681855,6080.58942031293,18.187309570657,3.38055371952494,0.00198209867589164,0.000225641582722489,2051.20230331937,0.462836534204998,0.00300332386435329,6802.38457607095,20.4297639318227,3.36184822255276,0.00167402063625188,0.000145052788783671,3335.73178587391,0.483857198175345,0.00331278249145077,7681.17465662822,25.4460609162533
0.185,3.40902553997311,0.00282731620491338,0.000507236825212322,686.887845793932,0.348414810177445,0.00296606521470723,6160.82441692532,18.2734069969611,3.38776715871253,0.00197496111137062,0.000221051323813969,2117.67348850005,0.468114528038683,0.00296883698121958,6889.64135669038,20.4542220470822,3.36834631272792,0.00166877829746624,0.000144726620111449,3369.58899221714,0.48766922600833,0.0032797351697803,7798.38487115013,25.5766371293937
0.19,3.41639550129502,0.00282005203393633,0.000494027078297672,706.827810042714,0.349192077854944,0.00294108658259591,6242.42228430437,18.3595044232653,3.39498059790011,0.0019678235468496,0.000216461064905449,2186.96384072188,0.473392521872368,0.00293435009808586,6978.94916346227,20.4786801623418,3.37484440290307,0.00166424423191726,0.000144526781185489,3405.72426035901,0.492218364955018,0.00325134483562912,7918.62790282091,25.7461899371054
0.195,3.42376546261693,0.00281396101820711,0.000481629753572181,727.470077974883,0.350371234386178,0.00291090196469053,6319.50395382765,18.3954564750664,3.4021940370877,0.00196068598232857,0.000211870805996929,2259.25659485617,0.478670515706053,0.00289986321495214,7070.38117242356,20.5031382776013,3.38134249307823,0.00165971016636829,0.000144326942259529,3441.95959620911,0.496767503901706,0.00322295450147793,8040.98932607738,25.9157427448171
0.2,3.43113542393885,0.00280827566959721,0.000471506839121085,744.561880793097,0.351066018942803,0.0028792519454486,6384.34507153759,18.3821379676398,3.40948403580753,0.00195354841780755,0.000207280547088409,2334.75121682946,0.483948509539738,0.00286537633181843,7164.01408251795,20.5275963928608,3.38806721188776,0.00165517610081931,0.00014412710333357,3478.29541601304,0.501316642848394,0.00319456416732675,8165.52561983982,26.0852955525288
0.205,3.43850538526076,0.00280267327667276,0.000462280026236819,760.420011852398,0.351526983030128,0.00284737464574547,6445.17939965094,18.3518404098471,3.41635219347487,0.00194641085328653,0.000202690288179888,2413.66524151978,0.489226503373423,0.00283088944868471,7259.92833018234,20.5520545081204,3.39533102152291,0.00165064203527034,0.00014392726440761,3514.73213832816,0.505865781795082,0.00316617383317556,8292.29528876114,26.2548483602405
0.21,3.4448489036005,0.00279707088374831,0.000453053213352553,776.9240714855,0.351987947117454,0.00281549734604235,6507.39127060747,18.3215428520545,3.42317632245363,0.00193927328876551,0.000198100029271368,2496.23636617292,0.494504497207108,0.00279640256555099,7358.20831981164,20.5765126233799,3.40287000037932,0.00164610796972137,0.00014372742548165,3551.27018403968,0.510414920741769,0.00313778349902438,8421.35895486998,26.4244011679522
0.215,3.45074684827065,0.00279146849082386,0.000443826400468287,794.114344781893,0.35244891120478,0.00278362004633923,6571.02801020451,18.2912452942619,3.43000045143239,0.00193213572424449,0.000193509770362848,2582.7248417672,0.499782491040794,0.00276191568241728,7458.94267148994,20.6009707386395,3.41047128771072,0.00164157390417239,0.00014352758655569,3587.90997637688,0.514964059688457,0.00310939316487319,8552.77945423427,26.5939539756639
0.22,3.45664479294081,0.00278586609789941,0.000434599587584021,812.03453793862,0.352909875292105,0.00275174274663611,6636.13913720404,18.2609477364692,3.43682458041116,0.0019254484822186,0.000190128097640421,2659.04955031901,0.505560032533769,0.00272767481451091,7555.92330937972,20.610101711371,3.41807257504212,0.00163703983862342,0.000143327747629731,3624.65194092942,0.519513198635145,0.00308100283072201,8686.62193896908,26.7635067833756
0.225,3.46254273761097,0.00278026370497496,0.000425372774699755,830.732149298586,0.353370839379431,0.00271986544693299,6702.77649184231,18.2306501786766,3.44364870938992,0.00191979591878383,0.000187711102510442,2728.00231426708,0.51207632206211,0.00269256161052408,7643.54390077107,20.5807128755716,3.42567386237353,0.00163250577307445,0.000143127908703771,3661.49650566386,0.524062337581833,0.00305261249657082,8822.95398493677,26.9330595910873
0.23,3.46808476398759,0.00277466131205051,0.000416145961815489,850.258889748974,0.353831803466757,0.00268798814722987,6770.99437348358,18.200352620884,3.45047283836868,0.00191473085206365,0.000185605573059747,2796.02997565745,0.51895874592413,0.00265676565017829,7727.07277660546,20.5290215293132,3.43327514970493,0.00162820388124998,0.000142927988287084,3699.36096726032,0.528742220998279,0.00302231278651133,8954.98750188794,27.0647732300051
0.235,3.47358072883103,0.00276905891912606,0.000406919148931223,870.671160314365,0.354292767554082,0.00265611084752675,6840.84968818621,18.1700550630913,3.45729696734744,0.00190966578534348,0.000183500043609051,2865.61877285686,0.525841169786149,0.0026209696898325,7812.88324794146,20.4773301830547,3.44087643703633,0.00162443248508746,0.000142651506781692,3735.75676545462,0.532911331562001,0.00298342121186367,9068.44371401246,27.0549873349765
0.24,3.47907669367448,0.00276345652620161,0.000397692336046957,892.030596233367,0.354753731641408,0.00262423354782363,6912.40210702386,18.1397575052987,3.4641210963262,0.0019046007186233,0.000181394514158356,2936.82306832667,0.532723593648168,0.00258517372948672,7901.0700920482,20.4256388367962,3.44847772436774,0.00162098107573061,0.000142151054458368,3762.81357990169,0.534887918113294,0.00292950235092903,9159.14072919347,26.8317242986621
0.245,3.48457265851793,0.00275746024449967,0.000389881128408117,910.836326259722,0.355117894677244,0.00259212845454054,6978.83314843839,18.0900319835579,3.47094522530496,0.00189953565190313,0.000179288984707661,3009.69977821025,0.539606017510188,0.00254937776914093,7991.73340928724,20.3739474905377,3.45607901169914,0.00161752966637377,0.000141650602135045,3790.06157808462,0.536864504664586,0.0028755834899944,9253.23898782002,26.6084612623478
0.25,3.49006862336137,0.00275128677250371,0.000384183832344673,925.679481093491,0.355631090569325,0.00256197494674415,7035.81369655443,18.0255784205318,3.47762099981958,0.00189447058518295,0.000177183455256965,3084.30852406421,0.546488441372207,0.00251358180879514,8084.97900214376,20.3222561442793,3.46313041827429,0.00161407825701692,0.000141150149811722,3817.50279354738,0.538841091215878,0.00282166462905977,9350.93347178734,26.3851982260334
0.255,3.49556458820482,0.0027454128804535,0.000379841922726314,938.640445257939,0.356534991475459,0.00253537670143276,7086.14276644074,17.9660412730601,3.48355969155727,0.00188940551846277,0.00017507792580627,3160.71179553812,0.553370865234227,0.00247778584844936,8180.91878711248,20.2705647980208,3.46924570978477,0.00161062684766008,0.000140649697488398,3845.13928877651,0.540817677767171,0.00276774576812513,9452.43435687413,26.161935189719
0.26,3.50123688271407,0.00273953898840328,0.000375500013107954,951.901144884461,0.357438892381592,0.00250877845612136,7137.53902099127,17.9065041255884,3.48947526152429,0.0018843404517426,0.000172972396355575,3238.97512493582,0.560253289096246,0.00244198988810357,8279.67124280933,20.2188734517623,3.47497118966706,0.00160717543830324,0.000140149245165075,3872.97315571791,0.542794264318463,0.0027138269071905,9557.96852211836,25.9386721534046
0.265,3.5072074124499,0.00273366509635306,0.000371158103489595,965.472099136779,0.358342793287725,0.00248218021080996,7190.03676702953,17.8469669781167,3.4953908314913,0.00187927538502242,0.00017086686690488,3319.16727468284,0.567135712958265,0.00240619392775778,8381.36189808137,20.1671821055038,3.48064819390568,0.00160372402894639,0.000139648792841752,3901.00651630468,0.544770850869756,0.00265990804625587,9667.7812427718,25.7154091170902
0.27,3.51317794218573,0.00272779120430284,0.000366816193871236,979.364325229234,0.359246694193859,0.00245558196549857,7243.67179779054,17.787429830645,3.50130640145832,0.00187509169952162,0.000169051121018904,3386.4691960574,0.572486413889489,0.00236931979126283,8465.93613398788,20.0585100338246,3.4863251981443,0.00160027261958955,0.000139148340518428,3929.24152299638,0.546747437421048,0.00260598918532123,9782.13809342172,25.4921460807759
0.275,3.51914847192157,0.00272191731225262,0.000362474284252877,993.58936825636,0.360150595099992,0.00242898372018717,7298.48147430452,17.7278926831733,3.50722197142534,0.00187184682460746,0.000168093708384951,3429.60625834924,0.576495234266161,0.00233554485649073,8533.31602527023,19.9299423516298,3.49200220238293,0.0015968212102327,0.000138647888195105,3957.68035932994,0.548724023972341,0.0025520703243866,9901.32709236175,25.2688830444615
0.28,3.52485344136913,0.00271604342020241,0.000358132374634518,1008.15933319234,0.361054496006125,0.00240238547487577,7354.50481218684,17.6683555357017,3.51313754139236,0.00186899809643851,0.000167677226705118,3459.21760305559,0.580032014249887,0.00230445894096918,8594.7490041661,19.8062461880365,3.49767920662155,0.00159370634734247,0.000138126573381549,3978.60497871805,0.549551072549097,0.00249825651429619,10010.7087718398,25.0093184019707
0.285,3.53034945736146,0.00271016952815219,0.000353790465016158,1023.08691924676,0.361958396912259,0.00237578722956438,7411.78257425801,17.60881838823,3.51905311135937,0.00186614936826957,0.000167260745025284,3488.97641311712,0.583568794233613,0.00227337302544762,8657.86204204993,19.6825500244432,3.50335621086017,0.0015913002652966,0.000137682000819502,3985.26966041569,0.54869990065129,0.00244985585412137,10097.3187328595,24.7369754086251
0.29,3.5358454733538,0.00270429563610197,0.000349448555397799,1038.38545678154,0.362862297818392,0.00234918898425298,7470.35736945564,17.5492812407583,3.52496868132639,0.00186330064010062,0.000166844263345451,3518.8837928562,0.587105574217339,0.00224228710992607,8722.72501334352,19.5588538608499,3.5090332150988,0.00158942797242577,0.000137451827096289,3983.56803158098,0.547548704303173,0.00241226932815934,10172.014228272,24.537637928461
0.295,3.54134148934613,0.00269900461165759,0.000345168805930962,1053.94456590559,0.363788787331058,0.0023228536704074,7527.49320043282,17.4852652095921,3.53088425129341,0.00186045191193168,0.000166427781665617,3548.94085764942,0.590642354201065,0.00221120119440452,8789.41172175448,19.4351576972565,3.51471021933742,0.00158755567955494,0.000137221653373076,3981.86069416843,0.546397507955055,0.00237468280219731,10249.0742872171,24.338300448297
0.3,3.54683750533847,0.00269617802650758,0.000341225686205331,1069.15859630871,0.36482437568777,0.00229772930116391,7573.56387145576,17.4019996216803,3.53666915300278,0.00185760318376273,0.000166011299985784,3579.14873406614,0.594179134184791,0.00218011527888296,8858.00018041154,19.3114615336632,3.52061989581053,0.0015856833866841,0.000136991479649863,3980.14761940331,0.545246311606938,0.00233709627623528,10328.612994505,24.1389629681329
0.305,3.5523335213308,0.00269492830638418,0.000338807774572048,1080.76316742173,0.366170963593593,0.0022751408144372,7604.30991672349,17.3008758571672,3.54229400267918,0.00185475445559379,0.00016559481830595,3609.50856000933,0.597715914168517,0.00214902936336141,8928.57291631295,19.1877653700699,3.52682073785726,0.00158381109381327,0.00013676130592665,3978.42877831716,0.544095115258821,0.00229950975027325,10410.7518940175,23.9396254879688
0.31,3.5578293158607,0.00269367858626079,0.000336389862938765,1092.53456179896,0.367517551499416,0.00225255232771049,7635.67260172641,17.199752092654,3.54794993131591,0.00185190572742484,0.000165178336626117,3640.02148485843,0.601252694152244,0.00211794344783985,9001.21730158591,19.0640692064766,3.53258977725932,0.00158193880094244,0.000136531132203437,3976.70414174619,0.542943918910703,0.00226192322431122,10495.6206084466,23.7402880078048
0.315,3.56332050797894,0.00269242886613739,0.000333971951305482,1104.47640277384,0.36886413940524,0.00222996384098378,7667.67066527753,17.0986283281409,3.55360585995264,0.0018490569992559,0.000164761854946283,3670.68866961438,0.60478947413597,0.0020868575323183,9076.02591435283,18.9403730428833,3.5383423671172,0.0015800665080716,0.000136300958480223,3974.9736803296,0.541792722562586,0.00222433669834918,10583.3575218679,23.5409505276407
0.32,3.56881170009717,0.002691179146014,0.000331554039672199,1116.59241937478,0.370210727311063,0.00220737535425707,7700.32361322101,16.9975045636278,3.55926178858938,0.00184843942971056,0.000164088911034022,3692.95047616208,0.605972222136009,0.00204932384710019,9126.90065567744,18.7039751637941,3.54409495697508,0.00157819421520077,0.00013607078475701,3973.23736450792,0.540641526214469,0.00218675017238715,10674.110532707,23.3416130474766
0.325,3.5743028922154,0.00268992942589061,0.000329136128038916,1128.88645020748,0.371557315216886,0.00218478686753036,7733.65175808386,16.8963807991147,3.56491771722611,0.0018508785824395,0.000163327826476715,3708.83001853969,0.605755145699681,0.0020058660683897,9155.53225947869,18.3647714973356,3.54984754683296,0.00157632192232993,0.000135840611033797,3971.49516452135,0.539490329866351,0.00214916364642512,10768.0378857175,23.1422755673126
